"NUTS_ID","Region_LTN","Spss code","Year","PRG","RES","INT","KNW","GDP"
"DK02","Sj�lland�",7200,1989,,,,,
"DK03","Syddanmark",7300,1989,,,,,
"DK04","Midtjylland�",7400,1989,,,,,
"DK05","Nordjylland�",7500,1989,,,,,
"EE00","Eesti",18,1989,,,,,
"EL51","Anatoliki Makedonia, Thraki",11120,1989,1.685714286,2.142857143,0.2,1.8,
"EL52","Kentriki Makedonia",11210,1989,2.246575342,3.452054795,0.356164384,2.082191781,
"EL53","Dytiki Makedonia",11214,1989,1.579310345,3.055172414,0.075862069,1.951724138,
"EL61","Thessalia",11230,1989,1.661971831,3,0.154929577,2.084507042,
"EL54","Ipeiros",11220,1989,2.575757576,3.818181818,0.181818182,1.696969697,
"EL62","Ionian Islands",11430,1989,3.263157895,4.052631579,0.105263158,2,
"EL63","Dytiki Ellada",11315,1989,2.265486726,5.371681416,0.221238938,2.053097345,
"EL64","Sterea Ellada",11314,1989,2.265486726,5.371681416,0.221238938,2.053097345,
"EL65","Peloponnisos",11320,1989,2.759615385,3.5,0.105769231,1.846153846,
"EL30","Attiki",11311,1989,1.781350482,3.009646302,0.389067524,2.356913183,
"EL41","Voreio Aigaio�",11410,1989,1.522727273,1.977272727,0.068181818,2.409090909,
"EL42","Notio Aigaio�","Missing",1989,1.522727273,1.977272727,0.068181818,2.409090909,
"EL43","Kriti",11420,1989,3.076923077,4.038461538,0.115384615,1.576923077,
"ES11","Galicia",12110,1989,5.527027027,5.756756757,0.121621622,1.702702703,
"ES12","Principado de Asturias",12120,1989,2.371428571,3.428571429,0.4,2.628571429,
"ES13","Cantabria",12130,1989,2.952380952,3.571428571,0.047619048,2,
"ES21","Pa�s Vasco",12210,1989,2.316666667,2.733333333,0.15,2.816666667,
"ES22","Comunidad Foral de Navarra",12220,1989,2.25,5.666666667,0.333333333,2.666666667,
"ES23","La Rioja",12230,1989,2,6.8,0.4,3.2,
"ES24","Arag�n",12240,1989,1.957446809,2.787234043,0.212765957,2.340425532,
"ES30","Comunidad de Madrid",12310,1989,2.587301587,2.849206349,0.222222222,2.595238095,
"ES41","Castilla y Le�n",12410,1989,2.943661972,3.070422535,0.183098592,2.14084507,
"ES42","Castilla-La Mancha",12420,1989,4.666666667,5.151515152,0.060606061,1.727272727,
"ES43","Extremadura",12430,1989,2.6,2.8,0.12,1.16,
"ES51","Catalu�a",12510,1989,2.55704698,2.624161074,0.295302013,2.456375839,
"ES52","Comunidad Valenciana",12520,1989,2.540540541,3.216216216,0.144144144,1.90990991,
"ES53","Illes Balears",12530,1989,2.263157895,3.210526316,0.368421053,2.947368421,
"ES61","Andaluc�a",12610,1989,2.729032258,3.503225806,0.103225806,2.2,
"ES62","Regi�n de Murcia",12620,1989,2.807692308,2.230769231,0.269230769,2.076923077,
"ES63","Ciudad de Ceuta","Missing",1989,2.807692308,2.230769231,0.269230769,2.076923077,
"ES64","Ciudad de Melilla","Missing",1989,2.807692308,2.230769231,0.269230769,2.076923077,
"ES70","Canarias",12710,1989,3.5,3.625,0.15625,2.21875,
"FI19","L�nsi-Suomi",15190,1989,,,,,
"FI1B","Helsinki-Uusimaa","Missing",1989,,,,,
"FI1C","Etel�-Suomi",15180,1989,,,,,
"FI1D","Pohjois- ja It�-Suomi",15110,1989,,,,,
"FI20","�land",15110,1989,,,,,
"FR10","Ile-de-France",1100,1989,2.049689441,3.304347826,0.583850932,3.124223602,
"FRF2","Champagne-Ardenne",1210,1989,2.15,3.85,0.65,2.65,
"FRE2","Picardie",1220,1989,1.916666667,3.583333333,0.472222222,2.722222222,
"FRD2","Haute-Normandie",1230,1989,2.5,2.78125,0.59375,2.84375,
"FRB0","Centre � Val de Loire",1240,1989,2.235294118,2.980392157,0.588235294,3.215686275,
"FRD1","Basse-Normandie",1250,1989,1.928571429,3.607142857,0.5,2.464285714,
"FRC1","Bourgogne",1260,1989,2.206896552,2.724137931,0.689655172,2.965517241,
"FRE1","Nord-Pas de Calais",1300,1989,2.071428571,3.242857143,0.5,3.185714286,
"FRF3","Lorraine",1410,1989,2.5,2.75,0.596153846,2.903846154,
"FRF1","Alsace",1420,1989,2.086956522,2.260869565,0.260869565,2.782608696,
"FRC2","Franche-Comt�",1430,1989,2.090909091,2.727272727,0.363636364,2.409090909,
"FRG0","Pays de la Loire",1510,1989,2.034482759,2.793103448,0.5,2.775862069,
"FRH0","Bretagne",1520,1989,2.018518519,2.851851852,0.425925926,2.833333333,
"FRI3","Poitou-Charentes",1530,1989,2,2.818181818,0.515151515,3.242424242,
"FRI1","Aquitaine",1610,1989,2.408163265,2.918367347,0.448979592,2.93877551,
"FRJ2","Midi-Pyr�n�es",1620,1989,2.022222222,3.044444444,0.511111111,2.977777778,
"FRI2","Limousin",1630,1989,2.25,2.5625,0.5625,3.1875,
"FRK2","Rh�ne-Alpes",1710,1989,2.08974359,3,0.448717949,3.294871795,
"FRK1","Auvergne",1720,1989,2.09375,3.4375,0.5625,3.03125,
"FRJ1","Languedoc-Roussillon",1810,1989,2.257142857,2.685714286,0.628571429,2.942857143,
"FRL0","Provence-Alpes-C�te d�Azur",1820,1989,1.974358974,3.243589744,0.474358974,2.769230769,
"FRM0","Corse",1830,1989,,,,,
"FRY1","Guadeloupe","Missing",1989,,,,,
"FRY2","Martinique","Missing",1989,,,,,
"FRY3","Guyane","Missing",1989,,,,,
"FRY4","La R�union","Missing",1989,,,,,
"FRY5","Mayotte","Missing",1989,,,,,
"HR03","Jadranska Hrvatska","Aggregate  (32150,32140,32160)",1989,,,,,
"HR04","Kontinentalna Hrvatska","Aggregate (32110, 32120)",1989,,,,,
"HU11","Budapest",21110,1989,,,,,
"HU12","Pest",21110,1989,,,,,
"HU21","K�z�p-Dun�nt�l",21210,1989,,,,,
"HU22","Nyugat-Dun�nt�l",21220,1989,,,,,
"HU23","D�l-Dun�nt�l",21230,1989,,,,,
"HU31","�szak-Magyarorsz�g",21310,1989,,,,,
"HU32","�szak-Alf�ld",21320,1989,,,,,
"HU33","D�l-Alf�ld",21330,1989,,,,,
"IE04","Northern and Western","Aggregate",1989,2.898989899,3.767676768,0.252525253,2.535353535,
"IE05","Southern","Aggregate",1989,2.663681734,3.238728897,0.27898966,2.579829023,
"IE06","Eastern and Midland","Aggregate",1989,2.374366472,3.246929825,0.287475634,2.735672515,
"IS00","Iceland",29,1989,,,,,
"ITC1","Piemonte",5110,1989,2.175675676,3.013513514,0.405405405,3.094594595,
"ITC2","Valle d'Aosta",5110,1989,2.175675676,3.013513514,0.405405405,3.094594595,
"ITC3","Liguria",5120,1989,1.794117647,3.647058824,0.352941176,3.029411765,
"ITC4","Lombardia",5130,1989,2.50877193,2.923976608,0.304093567,2.619883041,
"ITF1","Abruzzo",5410,1989,2.466666667,2.466666667,0.5,2,
"ITF2","Molise",5410,1989,2.466666667,2.466666667,0.5,2,
"ITF3","Campania",5420,1989,2.224299065,3.046728972,0.345794393,2.61682243,
"ITF4","Puglia",5430,1989,2.179104478,2.671641791,0.432835821,2.432835821,
"ITF5","Basilicata",5440,1989,1.9,3.1,0.6,4,
"ITF6","Calabria",5450,1989,2,3.909090909,0.636363636,2.545454545,
"ITG1","Sicilia",5520,1989,2.543209877,3.037037037,0.407407407,2.135802469,
"ITG2","Sardegna",5510,1989,2.857142857,3.761904762,0.19047619,1.904761905,
"ITH1","Provincia Autonoma di Bolzano/Bozen",5210,1989,1.5,2.5,0.6,3.5,
"ITH2","Provincia Autonoma di Trento*",5210,1989,1.5,2.5,0.6,3.5,
"ITH3","Veneto",5220,1989,2.677777778,2.811111111,0.444444444,3.144444444,
"ITH4","Friuli-Venezia Giulia",5230,1989,1.857142857,2.80952381,0.714285714,3.285714286,
"ITH5","Emilia-Romagna",5240,1989,2.407894737,3.315789474,0.223684211,2.973684211,
"ITI1","Toscana",5310,1989,2.714285714,2.532467532,0.506493506,2.948051948,
"ITI2","Umbria",5330,1989,2.9,1.5,0.4,2.9,
"ITI3","Marche",5320,1989,3.233333333,3.433333333,0.233333333,2.9,
"ITI4","Lazio",5340,1989,2.626373626,3.846153846,0.428571429,3.252747253,
"LI00","Missing","Missing",1989,,,,,
"LT01","Sostines regionas","Take lithuania",1989,,,,,
"LT02","Vidurio ir vakaru Lietuvos regionas","Take lithuania",1989,,,,,
"LU00","Luxembourg",6,1989,2.270627063,3.290429043,0.415841584,2.98019802,
"LV00","Latvija",20,1989,,,,,
"ME00","Crna Gora","Average of Slovenian regions",1989,,,,,
"MK00","Porane�na Jugoslovenska Republika Makedonija","Take rest of makedonia",1989,,,,,
"MT00","Malta",22,1989,,,,,
"NL11","Groningen",3110,1989,2.405405405,3.756756757,0.432432432,3.486486486,
"NL12","Friesland (NL)",3120,1989,2.261904762,2.857142857,0.30952381,2.80952381,
"NL13","Drenthe",3130,1989,2.923076923,3.333333333,0.256410256,2.435897436,
"NL21","Overijssel",3210,1989,2.546666667,3.48,0.4,2.72,
"NL22","Gelderland",3220,1989,2.295081967,3.049180328,0.5,3.163934426,
"NL23","Flevoland",3230,1989,2.375,2.875,0.625,3,
"NL31","Utrecht",3330,1989,2.359375,3.09375,0.375,3.328125,
"NL32","Noord-Holland",3310,1989,2.313333333,3.66,0.46,3.446666667,
"NL33","Zuid-Holland",3320,1989,2.465020576,3.390946502,0.497942387,3.074074074,
"NL34","Zeeland",3420,1989,2.368421053,3.473684211,0.421052632,3.105263158,
"NL41","Noord-Brabant",3410,1989,2.489655172,3.110344828,0.393103448,3.110344828,
"NL42","Limburg (NL)",3430,1989,2.716049383,3.728395062,0.456790123,3.111111111,
"NO01","Oslo og Akershus",34110,1989,,,,,
"NO02","Hedmark og Oppland",34120,1989,,,,,
"NO03","S�r-�stlandet",34200,1989,,,,,
"NO04","Agder og Rogaland","Take trondelag",1989,,,,,
"NO05","Vestlandet",34300,1989,,,,,
"NO06","Tr�ndelag",34400,1989,,,,,
"NO07","Nord-Norge",34500,1989,,,,,
"PL21","Ma?opolskie",25210,1989,,,,,
"PL22","?l?skie",25220,1989,,,,,
"PL41","Wielkopolskie",25410,1989,,,,,
"PL42","Zachodniopomorskie",25420,1989,,,,,
"PL43","Lubuskie",25430,1989,,,,,
"PL51","Dolno?l?skie",25510,1989,,,,,
"PL52","Opolskie",25520,1989,,,,,
"PL61","Kujawsko-pomorskie",25610,1989,,,,,
"PL62","Warmi?sko-mazurskie",25620,1989,,,,,
"PL63","Pomorskie",25630,1989,,,,,
"PL71","?�dzkie",25110,1989,,,,,
"PL72","Swietokrzyskie",25330,1989,,,,,
"PL81","Lubelskie",25310,1989,,,,,
"PL82","Podkarpackie",25320,1989,,,,,
"PL84","Podlaskie",25340,1989,,,,,
"PL91","Warszawski stoleczny","Take PL12",1989,,,,,
"PL92","Mazowiecki regionalny",25120,1989,,,,,
"PT11","Norte",13100,1989,3.785522788,4.246648794,0.152815013,1.512064343,
"PT15","Algarve",13420,1989,2.88,4.6,0.2,1.8,
"PT16","Centro (PT)",13200,1989,3.40201005,4.020100503,0.195979899,1.778894472,
"PT17","�rea Metropolitana de Lisboa",13300,1989,2.921282799,3.749271137,0.274052478,2.259475219,
"PT18","Alentejo",13410,1989,4.1,6.133333333,0.166666667,1.833333333,
"PT20","Regi�o Aut�noma dos A�ores",13510,1989,,,,,
"PT30","Regi�o Aut�noma da Madeira",13520,1989,,,,,
"RO11","Nord-Vest",29110,1989,,,,,
"RO12","Centru",29120,1989,,,,,
"RO21","Nord-Est",29210,1989,,,,,
"RO22","Sud-Est",29220,1989,,,,,
"RO31","Sud-Muntenia",29310,1989,,,,,
"RO32","Bucure?ti-Ilfov",29320,1989,,,,,
"RO41","Sud-Vest Oltenia",29410,1989,,,,,
"RO42","Vest",29420,1989,,,,,
"RS11","Missing","missing",1989,,,,,
"RS12","Missing","missing",1989,,,,,
"RS21","Missing","missing",1989,,,,,
"RS22","Missing","missing",1989,,,,,
"SE11","Stockholm",16110,1989,,,,,
"SE12","�stra Mellansverige",16120,1989,,,,,
"SE21","Sm�land med �arna",16210,1989,,,,,
"SE22","Sydsverige",16220,1989,,,,,
"SE23","V�stsverige",16230,1989,,,,,
"SE31","Norra Mellansverige",16310,1989,,,,,
"SE32","Mellersta Norrland",16320,1989,,,,,
"SE33","�vre Norrland",16330,1989,,,,,
"SI03","Vzhodna Slovenija�",27110,1989,,,,,
"SI04","Zahodna Slovenija",27120,1989,,,,,
"SK01","Bratislavsk� kraj",26110,1989,,,,,
"SK02","Z�padn� Slovensko",26120,1989,,,,,
"SK03","Stredn� Slovensko",26130,1989,,,,,
"SK04","V�chodn� Slovensko",26140,1989,,,,,
"TR10","Istanbul",30110,1989,,,,,
"TR21","Tekirda?, Edirne, K?rklareli�",30121,1989,,,,,
"TR22","Bal?kesir, �anakkale�",30122,1989,,,,,
"TR31","?zmir�",30211,1989,,,,,
"TR32","Ayd?n, Denizli, Mu?la�",30212,1989,,,,,
"TR33","Manisa, Afyonkarahisar, K�tahya, U?ak�",30213,1989,,,,,
"TR41","Bursa, Eski?ehir, Bilecik�",30131,1989,,,,,
"TR42","Kocaeli, Sakarya, D�zce, Bolu, Yalova�",30132,1989,,,,,
"TR51","Ankara�",30411,1989,,,,,
"TR52","Konya, Karaman�",30412,1989,,,,,
"TR61","Antalya, Isparta, Burdur�",30311,1989,,,,,
"TR62","Adana, Mersin�",30312,1989,,,,,
"TR63","Hatay, Kahramanmara?, Osmaniye�",30313,1989,,,,,
"TR71","K?r?kkale, Aksaray, Ni?de, Nev?ehir, K?r?ehir�",30421,1989,,,,,
"TR72","Kayseri, Sivas, Yozgat�",30422,1989,,,,,
"TR81","Zonguldak, Karab�k, Bart?n�",30511,1989,,,,,
"TR82","Kastamonu, �ank?r?, Sinop�",30512,1989,,,,,
"TR83","Samsun, Tokat, �orum, Amasya�",30513,1989,,,,,
"TR90","Trabzon",30521,1989,,,,,
"TRA1","Erzurum, Erzincan, Bayburt�",30611,1989,,,,,
"TRA2","A?r?, Kars, I?d?r, Ardahan�",30612,1989,,,,,
"TRB1","Malatya, Elaz??, Bing�l, Tunceli�",30621,1989,,,,,
"TRB2","Van, Mu?, Bitlis, Hakkari�",30622,1989,,,,,
"TRC1","Gaziantep, Ad?yaman, Kilis�",30711,1989,,,,,
"TRC2","?anl?urfa, Diyarbak?r�",30712,1989,,,,,
"TRC3","Mardin, Batman, ??rnak, Siirt�",30713,1989,,,,,
"UKC1","Tees Valley and Durham�",9120,1989,2.28358209,3.044776119,0.507462687,2.970149254,
"UKC2","Northumberland and Tyne and Wear�",9120,1989,2.28358209,3.044776119,0.507462687,2.970149254,
"UKD1","Cumbria�",9210,1989,2.398305085,2.983050847,0.313559322,3.245762712,
"UKD3","Greater Manchester�",9210,1989,2.398305085,2.983050847,0.313559322,3.245762712,
"UKD4","Lancashire�",9210,1989,2.398305085,2.983050847,0.313559322,3.245762712,
"UKD6","Cheshire�",9210,1989,2.398305085,2.983050847,0.313559322,3.245762712,
"UKD7","Merseyside�",9210,1989,2.398305085,2.983050847,0.313559322,3.245762712,
"UKE1","East Yorkshire and Northern Lincolnshire�",9220,1989,2.247787611,3.123893805,0.353982301,3.097345133,
"UKE2","North Yorkshire�",9220,1989,2.247787611,3.123893805,0.353982301,3.097345133,
"UKE3","South Yorkshire�",9220,1989,2.247787611,3.123893805,0.353982301,3.097345133,
"UKE4","West Yorkshire�",9220,1989,2.247787611,3.123893805,0.353982301,3.097345133,
"UKF1","Derbyshire and Nottinghamshire�",9250,1989,2.329545455,3.352272727,0.386363636,3.159090909,
"UKF2","Leicestershire, Rutland and Northamptonshire�",9250,1989,2.329545455,3.352272727,0.386363636,3.159090909,
"UKF3","Lincolnshire�",9250,1989,2.329545455,3.352272727,0.386363636,3.159090909,
"UKG1","Herefordshire, Worcestershire and Warwickshire�",9240,1989,2.348837209,3.360465116,0.325581395,3.337209302,
"UKG2","Shropshire and Staffordshire�",9240,1989,2.348837209,3.360465116,0.325581395,3.337209302,
"UKG3","West Midlands�",9240,1989,2.348837209,3.360465116,0.325581395,3.337209302,
"UKH1","East Anglia�",9260,1989,2.234375,3,0.328125,3.59375,
"UKH2","Bedfordshire and Hertfordshire�",9330,1989,2.333333333,2.949494949,0.338383838,3.247474747,
"UKH3","Essex�",9330,1989,2.333333333,2.949494949,0.338383838,3.247474747,
"UKI3","London",9325,1989,2.333333333,2.949494949,0.338383838,3.247474747,
"UKI4","London",9325,1989,2.333333333,2.949494949,0.338383838,3.247474747,
"UKI5","London",9325,1989,2.333333333,2.949494949,0.338383838,3.247474747,
"UKI6","London",9325,1989,2.333333333,2.949494949,0.338383838,3.247474747,
"UKI7","London",9325,1989,2.333333333,2.949494949,0.338383838,3.247474747,
"UKJ1","Oxfordshire, Berkshire, Buckinghamshire",9320,1989,2.333333333,2.949494949,0.338383838,3.247474747,
"UKJ2","Surrey, East and West Sussex",9320,1989,2.333333333,2.949494949,0.338383838,3.247474747,
"UKJ3","Hampshire and Isle of Wight",9320,1989,2.333333333,2.949494949,0.338383838,3.247474747,
"UKJ4","Kent",9320,1989,2.333333333,2.949494949,0.338383838,3.247474747,
"UKK1","Gloucestershire, Wiltshire and Bristol/Bath area",9310,1989,2.493975904,2.78313253,0.43373494,3.337349398,
"UKK2","Dorset and Somerset",9310,1989,2.493975904,2.78313253,0.43373494,3.337349398,
"UKK3","Cornwall and Isles of Scilly",9310,1989,2.493975904,2.78313253,0.43373494,3.337349398,
"UKK4","Devon",9310,1989,2.493975904,2.78313253,0.43373494,3.337349398,
"UKL1","West Wales and The Valleys",9230,1989,2.045454545,3.340909091,0.409090909,3.545454545,
"UKL2","East Wales",9230,1989,2.045454545,3.340909091,0.409090909,3.545454545,
"UKM5","North Eastern Scotland",9110,1989,2.554545455,3.345454545,0.318181818,3.145454545,
"UKM6","Highlands and Islands",9110,1989,2.554545455,3.345454545,0.318181818,3.145454545,
"UKM7","Eastern Scotland",9110,1989,2.554545455,3.345454545,0.318181818,3.145454545,
"UKM8","West Central Scotland",9110,1989,2.554545455,3.345454545,0.318181818,3.145454545,
"UKM9","Southern Scotland",9110,1989,2.554545455,3.345454545,0.318181818,3.145454545,
"UKN0","Northern Ireland",10150,1989,2.723333333,3.033333333,0.27,2.513333333,
"AT11","Burgenland",17110,1992,,,,,
"AT12","Nieder�sterreich",17120,1992,,,,,
"AT13","Wien",17130,1992,,,,,
"AT21","K�rnten",17210,1992,,,,,
"AT22","Steiermark",17220,1992,,,,,
"AT31","Ober�sterreich",17310,1992,,,,,
"AT32","Salzburg",17320,1992,,,,,
"AT33","Tirol",17330,1992,,,,,
"AT34","Vorarlberg",17340,1992,,,,,
"BE10","R�gion de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest",2110,1992,-0.130597016,0.34633056,0.058354257,0.30733013,
"BE21","Prov. Antwerpen",2210,1992,-0.187997828,0.034511966,-0.231756785,-0.058245093,
"BE22","Prov. Limburg (BE)",2220,1992,0.036151203,0.25918599,-0.449652072,-0.092771526,
"BE23","Prov. Oost-Vlaanderen",2230,1992,-0.201790665,0.070463952,-0.27625838,-0.130055562,
"BE24","Prov. Vlaams-Brabant",2240,1992,-0.280308721,0.18919033,-0.404971524,-0.121603365,
"BE25","Prov. West-Vlaanderen",2250,1992,-0.471293819,0.152414133,-0.240047946,-0.037356419,
"BE31","Prov. Brabant Wallon",2310,1992,-0.258386923,0.519684718,0.163623826,0.53445112,
"BE32","Prov. Hainaut",2320,1992,-0.366132368,0.126275938,0.044716569,-0.05224421,
"BE33","Prov. Li�ge",2330,1992,-0.095335116,0.165844394,0.122844415,-0.018231649,
"BE34","Prov. Luxembourg (BE)",2340,1992,-0.49742135,-0.152417512,-0.067259081,-0.278206375,
"BE35","Prov. Namur",2350,1992,0.014492161,0.061501443,-0.014253239,0.112195316,
"BG31","Severozapaden",28310,1992,,,,,
"BG32","Severen Tsentralen",28320,1992,,,,,
"BG33","Severoiztochen",28330,1992,,,,,
"BG34","Yugoiztochen",28340,1992,,,,,
"BG41","Yugozapaden",28410,1992,,,,,
"BG42","Yuzhen Tsentralen",28420,1992,,,,,
"CH01","R�gion l�manique",33110,1992,,,,,
"CH02","Espace Mittelland",33120,1992,,,,,
"CH03","Nordwestschweiz",33130,1992,,,,,
"CH04","Z�rich",33140,1992,,,,,
"CH05","Ostschweiz",33150,1992,,,,,
"CH06","Zentralschweiz",33160,1992,,,,,
"CH07","Ticino",33170,1992,,,,,
"CY00","Cyprus",16,1992,,,,,
"CZ01","Praha",19110,1992,,,,,
"CZ02","St?edn� ?echy",19120,1992,,,,,
"CZ03","Jihoz�pad",19130,1992,,,,,
"CZ04","Severoz�pad",19140,1992,,,,,
"CZ05","Severov�chod",19150,1992,,,,,
"CZ06","Jihov�chod",19160,1992,,,,,
"CZ07","St?edn� Morava",19170,1992,,,,,
"CZ08","Moravskoslezsko",19180,1992,,,,,
"DE11","Stuttgart�",4612,1992,0.060716988,0.11307539,-0.097590013,0.087959385,
"DE12","Karlsruhe�",4611,1992,0.089716882,0.353082645,-0.254042828,0.152139141,
"DE13","Freiburg�",4613,1992,0.287725374,-0.060878196,-0.005744599,0.371425841,
"DE14","T�bingen�",4614,1992,0.034612161,0.240814417,-0.538830354,0.16905551,
"DE21","Oberbayern�",4623,1992,-0.096482456,0.095035138,-0.476917814,-0.22065179,
"DE22","Niederbayern�",4622,1992,0.122491113,-0.372754316,-0.40753142,-0.156442353,
"DE23","Oberpfalz�",4625,1992,-0.094975332,0.167620549,0.049891991,0.801381543,
"DE24","Oberfranken�",4624,1992,-0.270631626,-0.017285826,0.328346996,0.667988602,
"DE25","Mittelfranken�",4621,1992,-0.284195035,-0.272189366,-0.142209705,-0.204377162,
"DE26","Unterfranken�",4627,1992,-0.023636694,0.162164833,-0.04545874,0.378945956,
"DE27","Schwaben�",4626,1992,0.164439732,0.017367544,-0.243139084,-0.075639973,
"DE30","Berlin",4320,1992,0.13226187,0.080500824,-0.053838524,0.368282038,
"DE40","Brandenburg",14330,1992,0.437330801,0.120223813,-0.143762103,0.265047889,
"DE50","Bremen",4130,1992,0.104610788,-0.603515676,0.544542845,0.090773496,
"DE60","Hamburg",4120,1992,-0.17411838,-0.013007465,-0.389182159,-0.024777103,
"DE71","Darmstadt�",4421,1992,-0.077733962,-0.120230139,-0.303502766,0.083888546,
"DE72","Gie�en�",4424,1992,0.065504597,-0.639148531,0.431878423,-0.05791242,
"DE73","Kassel�",4422,1992,0.242297302,-0.330962166,-0.161804605,-0.373133893,
